epoch,train_loss,train_accuracy,test_loss,test_accuracy,learning_rate
53,1.5907446808285184,0.87109375,1.7172800239763761,0.8072289156626506,0.0024214731023046794
54,1.5865017804834578,0.8815104166666666,1.7177219139902216,0.7900172117039587,0.0023430237011767166
55,1.573742762207985,0.8893229166666666,1.7798585452531512,0.7314974182444062,0.002264729216703714
56,1.571861250532998,0.8871527777777778,1.7376213575664319,0.7796901893287436,0.0021866669160892395
57,1.5717029240396287,0.8862847222222222,1.6785645924116437,0.8072289156626506,0.002108913837399423
58,1.5737873729732301,0.8849826388888888,1.7657109122527272,0.7383820998278829,0.0020315467135356884
59,1.5593964440955057,0.8962673611111112,1.7411530457044904,0.7779690189328744,0.0019546418965086442
60,1.5615561339590285,0.8958333333333334,1.699810410800733,0.8089500860585198,0.0018782752820878628
61,1.5552170028289158,0.8988715277777778,1.6721172583730597,0.8278829604130808,0.001802522234901927
62,1.5399079107575946,0.9105902777777778,1.7089865960572894,0.8003442340791739,0.0017274575140626323
63,1.5397269576787949,0.9075520833333334,1.689580101715891,0.8072289156626506,0.0016531551993867715
64,1.5446134606997173,0.9066840277777778,1.744146648206209,0.7710843373493976,0.0015796886182883059
65,1.5310103446245193,0.9171006944444444,1.70432584536703,0.8037865748709122,0.0015071302734130482
66,1.530181485745642,0.9162326388888888,1.6823731598101164,0.810671256454389,0.0014355517710873183
67,1.52730397383372,0.9171006944444444,1.6841508903001483,0.8261617900172117,0.0013650237506511332
68,1.5202910751104355,0.9253472222222222,1.6749220710051687,0.8141135972461274,0.0012956158147457114
69,1.5296166638533275,0.9084201388888888,1.6979685708096153,0.810671256454389,0.0012273964606240718
70,1.5107020437717438,0.9279513888888888,1.6979716326061047,0.802065404475043,0.0011604330125525079
71,1.5100110289123323,0.9314236111111112,1.6932956921426874,0.7900172117039587,0.0010947915553696733
72,1.5037902841965358,0.9301215277777778,1.6990866159137927,0.8003442340791739,0.0010305368692688174
73,1.4941155910491943,0.9375,1.7144658502779508,0.8003442340791739,0.0009677323658675585
74,1.5032737751801808,0.9331597222222222,1.7013464413191144,0.802065404475043,0.0009064400256282757
75,1.4809071785873837,0.9500868055555556,1.6607476033662494,0.8313253012048193,0.0008467203366908707
76,1.4902933455175824,0.9448784722222222,1.68309485912323,0.8158347676419966,0.0007886322351782782
77,1.488082829448912,0.9392361111111112,1.6760869026184082,0.8227194492254734,0.0007322330470336313
78,1.4799404409196641,0.9509548611111112,1.6727475994511654,0.8072289156626506,0.0006775784314464717
79,1.4760789954000049,0.9518229166666666,1.668809595860933,0.8192771084337349,0.000624722325923851
80,1.4774804893467162,0.9505208333333334,1.6928853298488415,0.8037865748709122,0.0005737168930605272
81,1.47841134832965,0.9548611111111112,1.7168966406270076,0.7917383820998278,0.000524612469060774
82,1.4659575074911118,0.9592013888888888,1.703624449278179,0.7986230636833046,0.00047745751406263163
83,1.4718724605109956,0.9548611111111112,1.6859300262049626,0.8227194492254734,0.0004322985643135957
84,1.471881659494506,0.9544270833333334,1.6638374579580206,0.8244406196213425,0.00038918018624496285
85,1.4661568519141939,0.9565972222222222,1.7093892599406995,0.7538726333907056,0.0003481449324901406
86,1.461272610558404,0.9631076388888888,1.696135539757578,0.810671256454389,0.00030923329989034103
87,1.4605740110079448,0.9605034722222222,1.6869350358059532,0.8055077452667814,0.00027248368952908055
88,1.4678584966394637,0.9574652777777778,1.684172598939193,0.8037865748709122,0.00023793236883495162
89,1.4585813118351831,0.9626736111111112,1.6806344672253257,0.8123924268502581,0.0002056134357900477
90,1.4557648334238265,0.9652777777777778,1.695596274576689,0.802065404475043,0.00017555878527937164
91,1.455476572116216,0.9704861111111112,1.6843006736353825,0.8072289156626506,0.00014779807761443637
92,1.4530000620418124,0.9665798611111112,1.6881001058377718,0.810671256454389,0.00012235870926211617
93,1.4516751782761679,0.9661458333333334,1.704104649393182,0.7951807228915663,9.926578580764262e-05
94,1.4539518538448546,0.9665798611111112,1.6802941811712164,0.8158347676419966,7.854209717842258e-05
95,1.4435796439647675,0.9769965277777778,1.6855230331420898,0.8072289156626506,6.0208095153131695e-05
96,1.4464894284804661,0.9683159722222222,1.690144043219717,0.8227194492254734,4.4281873178278196e-05
97,1.4463232772217856,0.9691840277777778,1.6874474538000006,0.8158347676419966,3.077914851215585e-05
98,1.4501816083987553,0.96875,1.689433831917612,0.8089500860585198,1.9713246713805587e-05
99,1.454980754190021,0.9644097222222222,1.69902409377851,0.8175559380378657,1.109508849230001e-05
100,1.4455029947890177,0.96875,1.698662751599362,0.8072289156626506,4.933178929321102e-06
