epoch,train_loss,train_accuracy,test_loss,test_accuracy,learning_rate
81,1.4906892726818721,0.9487847222222222,1.6888688551752191,0.8158347676419966,0.000524612469060774
82,1.4781328820519977,0.9505208333333334,1.7116006550035978,0.8072289156626506,0.00047745751406263163
83,1.4764777488178678,0.9513888888888888,1.6984650900489406,0.8072289156626506,0.0004322985643135957
84,1.4689423855808046,0.9561631944444444,1.709527894070274,0.8037865748709122,0.00038918018624496285
85,1.469240191910002,0.9596354166666666,1.7144014333423816,0.802065404475043,0.0003481449324901406
86,1.4717701226472855,0.9557291666666666,1.7031161471417076,0.8037865748709122,0.00030923329989034103
87,1.4645562122265499,0.9622395833333334,1.7170054285149825,0.7986230636833046,0.00027248368952908055
88,1.4654048648145463,0.9657118055555556,1.704674614103217,0.8003442340791739,0.00023793236883495162
89,1.4636814594268799,0.9583333333333334,1.7158295480828536,0.8055077452667814,0.0002056134357900477
90,1.4619247598780527,0.9639756944444444,1.6933075252332186,0.8227194492254734,0.00017555878527937164
91,1.4614221205314,0.9657118055555556,1.705940986934461,0.8055077452667814,0.00014779807761443637
92,1.4612607972489462,0.9618055555555556,1.7112535677458112,0.7934595524956971,0.00012235870926211617
93,1.4640014800760481,0.9613715277777778,1.721383810043335,0.7969018932874354,9.926578580764262e-05
94,1.4611998481882944,0.9622395833333334,1.7042330628947209,0.7986230636833046,7.854209717842258e-05
95,1.4559252543581858,0.9670138888888888,1.7065657189017849,0.8089500860585198,6.0208095153131695e-05
96,1.4574198772509892,0.9661458333333334,1.7064227116735358,0.8037865748709122,4.4281873178278196e-05
97,1.4605128284957674,0.9639756944444444,1.7164696894193952,0.802065404475043,3.077914851215585e-05
98,1.4586678213543363,0.9639756944444444,1.7115383210935091,0.7951807228915663,1.9713246713805587e-05
99,1.4572768542501662,0.9674479166666666,1.6977724840766506,0.8089500860585198,1.109508849230001e-05
100,1.4608113285568025,0.96875,1.7037198104356464,0.8072289156626506,4.933178929321102e-06
