epoch,train_loss,train_accuracy,test_loss,test_accuracy,learning_rate
1,2.4145197437869177,0.3272569444444444,2.3168381891752543,0.4629948364888124,0.001
2,2.1746217591895,0.4865451388888889,2.2486488881864046,0.47676419965576594,0.001
3,2.0847388058900833,0.5451388888888888,2.040604829788208,0.5903614457831325,0.0014
4,2.0421290778451495,0.5785590277777778,2.088813436658759,0.5542168674698795,0.0018
5,2.032760868469874,0.58203125,2.0903957580265247,0.5507745266781411,0.0022
6,1.9939121984773212,0.6032986111111112,2.0690081621471204,0.5731497418244407,0.0026
7,1.9641815374294918,0.6328125,2.099209979960793,0.5576592082616179,0.003
8,1.9491748462120693,0.6358506944444444,2.040279802523161,0.5903614457831325,0.0034000000000000002
9,1.948216555847062,0.6410590277777778,2.0160500313106335,0.6110154905335629,0.0038
10,1.9334092670016818,0.6436631944444444,2.0786523317035877,0.5886402753872634,0.004200000000000001
11,1.9164107475015852,0.6597222222222222,2.1105944545645463,0.5559380378657487,0.0046
12,1.9024214992920558,0.6723090277777778,1.9592270098234479,0.6196213425129088,0.0048776412907378846
13,1.8723845962021086,0.6901041666666666,1.8650772759788914,0.7005163511187608,0.004852201922385564
14,1.8629969838592741,0.6974826388888888,1.9157846036710238,0.6833046471600689,0.004824441214720628
15,1.8580283506049051,0.6961805555555556,1.9293163575624164,0.6695352839931153,0.0047943865642099525
16,1.8327156023846731,0.7222222222222222,2.0087576790859827,0.6230636833046471,0.004762067631165049
17,1.8262480530473921,0.7217881944444444,1.9144541150645207,0.6746987951807228,0.00472751631047092
18,1.8034528427653842,0.7352430555555556,1.895672685221622,0.7074010327022375,0.0046907667001096585
19,1.808829900291231,0.7274305555555556,1.8020799850162708,0.7280550774526678,0.0046518550675098596
20,1.794593455062972,0.7421875,1.9222164530503123,0.6660929432013769,0.004610819813755038
21,1.782832082774904,0.7434895833333334,1.8393388045461554,0.7142857142857143,0.004567701435686404
22,1.794440017806159,0.7413194444444444,1.850038346491362,0.7125645438898451,0.0045225424859373685
23,1.7629124240742788,0.7604166666666666,1.9007607823924015,0.6781411359724613,0.004475387530939226
24,1.7701719005902607,0.76171875,1.901820132606908,0.6919104991394148,0.004426283106939473
25,1.756543990638521,0.7734375,1.824897006938332,0.7263339070567987,0.004375277674076149
26,1.7510015765825908,0.76953125,1.819976994865819,0.7280550774526678,0.004322421568553529
27,1.74569647345278,0.7799479166666666,1.8401921548341449,0.7401032702237521,0.004267766952966369
28,1.7495419283707936,0.77734375,1.9059750029915257,0.6798623063683304,0.004211367764821722
29,1.734101018971867,0.7860243055555556,1.8523459246284084,0.7177280550774526,0.00415327966330913
30,1.7182053923606873,0.7894965277777778,1.814607061837849,0.7469879518072289,0.004093559974371724
31,1.7236510184076097,0.7886284722222222,1.870039895961159,0.6919104991394148,0.004032267634132442
32,1.7325064837932587,0.7821180555555556,1.8340954717836881,0.7194492254733219,0.003969463130731183
33,1.7049053857723873,0.7990451388888888,1.8317928941626298,0.7401032702237521,0.003905208444630327
34,1.7036643160714044,0.8025173611111112,1.8422776586131047,0.729776247848537,0.0038395669874474914
35,1.7052929980887308,0.8033854166666666,1.8541740241803621,0.7074010327022375,0.0037726035393759283
36,1.6938340961933136,0.7994791666666666,1.877606793453819,0.6987951807228916,0.0037043841852542883
37,1.6887649181816313,0.8151041666666666,1.7823620532688342,0.7418244406196214,0.003634976249348867
38,1.6792354368501239,0.8129340277777778,1.7906368531678851,0.7573149741824441,0.003564448228912682
39,1.675083382262124,0.8224826388888888,1.7828255013415688,0.7710843373493976,0.003492869726586951
40,1.6772406217124727,0.8346354166666666,1.9014774121736224,0.7160068846815835,0.0034203113817116953
41,1.6745291468169954,0.8220486111111112,1.7976857298298885,0.7469879518072289,0.0033468448006132292
42,1.6690770553217993,0.8250868055555556,1.8145227934184827,0.7469879518072289,0.0032725424859373687
43,1.6479681730270386,0.8372395833333334,1.8471805484671342,0.7228915662650602,0.0031974777650980737
44,1.6481752345959346,0.8433159722222222,1.7971723895323903,0.7762478485370051,0.0031217247179121366
45,1.657987665798929,0.8346354166666666,1.7539832090076648,0.7848537005163512,0.0030453581034913567
46,1.6443730658955045,0.8385416666666666,1.7839446883452565,0.7401032702237521,0.002968453286464312
47,1.6403072327375412,0.8394097222222222,1.8228088491841365,0.7194492254733219,0.0028910861626005773
48,1.6408881396055222,0.8467881944444444,1.7620976410414044,0.7762478485370051,0.002813333083910761
49,1.6283665349086125,0.8532986111111112,1.742864633861341,0.774526678141136,0.002735270783296286
50,1.6190927641259298,0.8563368055555556,1.8527312153264095,0.7383820998278829,0.0026569762988232835
51,1.624559137556288,0.8567708333333334,1.730909316163314,0.7848537005163512,0.0025785268976953207
52,1.6140768047836092,0.8619791666666666,1.854077000367014,0.7366609294320138,0.0025
53,1.6003997309340372,0.8689236111111112,1.7562509335969623,0.7728055077452668,0.0024214731023046794
54,1.6000611285368602,0.8741319444444444,1.7708310641740497,0.7590361445783133,0.0023430237011767166
55,1.5974316547314327,0.875,1.765536013402437,0.7710843373493976,0.002264729216703714
56,1.582748098505868,0.8828125,1.7706262939854671,0.7555938037865749,0.0021866669160892395
57,1.582000520494249,0.8888888888888888,1.7412860142557245,0.7779690189328744,0.002108913837399423
58,1.577978213628133,0.8832465277777778,1.7167502390710931,0.7779690189328744,0.0020315467135356884
59,1.5742590361171298,0.8910590277777778,1.7330038861224526,0.7762478485370051,0.0019546418965086442
60,1.569385301735666,0.8927951388888888,1.7183133991141069,0.7986230636833046,0.0018782752820878628
61,1.563899450831943,0.8984375,1.7071913418016935,0.8055077452667814,0.001802522234901927
62,1.5678389502896204,0.8958333333333334,1.7059526380739714,0.8072289156626506,0.0017274575140626323
63,1.5639723191658657,0.8975694444444444,1.7502784101586593,0.7779690189328744,0.0016531551993867715
64,1.5372662362125185,0.9114583333333334,1.7185187653491372,0.7848537005163512,0.0015796886182883059
65,1.55400640434689,0.9010416666666666,1.7563811791570563,0.7865748709122203,0.0015071302734130482
66,1.5420841657453113,0.9123263888888888,1.7055302481902272,0.7934595524956971,0.0014355517710873183
67,1.5416848841640685,0.9075520833333334,1.7214924787220203,0.7951807228915663,0.0013650237506511332
68,1.5340721938345168,0.9071180555555556,1.6959692302503084,0.810671256454389,0.0012956158147457114
69,1.5267438540856044,0.9270833333333334,1.713653420147143,0.7986230636833046,0.0012273964606240718
70,1.5129324810372458,0.9279513888888888,1.6986803443808305,0.7969018932874354,0.0011604330125525079
71,1.5197841094599829,0.9279513888888888,1.7828983444916575,0.76592082616179,0.0010947915553696733
72,1.52577157649729,0.9275173611111112,1.6822572507356341,0.8209982788296041,0.0010305368692688174
73,1.507898160152965,0.9361979166666666,1.6975975915005332,0.8158347676419966,0.0009677323658675585
74,1.5082132667303085,0.9357638888888888,1.7014696347086053,0.810671256454389,0.0009064400256282757
75,1.5034776197539435,0.93359375,1.7040215354216726,0.8089500860585198,0.0008467203366908707
76,1.511944928103023,0.9322916666666666,1.7107363249126233,0.8003442340791739,0.0007886322351782782
77,1.4931988418102264,0.9422743055555556,1.695180754912527,0.8037865748709122,0.0007322330470336313
78,1.4940413766437106,0.9388020833333334,1.715468444322285,0.802065404475043,0.0006775784314464717
79,1.492546483874321,0.9474826388888888,1.7163280938801013,0.7986230636833046,0.000624722325923851
80,1.4870960315068562,0.9505208333333334,1.7059799370012785,0.810671256454389,0.0005737168930605272
