epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,2.418483888109525,0.2065972222222222,1.962457537651062,0.40963855421686746
2,1.949785464339786,0.3619791666666667,1.5410169990439164,0.4819277108433735
3,1.718504370914565,0.4344618055555556,1.313475157085218,0.5938037865748709
4,1.5881359378496807,0.4817708333333333,1.251051520046435,0.6161790017211703
5,1.4666601071755092,0.5177951388888888,1.1598978356311196,0.6110154905335629
6,1.3856927338573668,0.5542534722222222,1.1171584905762422,0.6419965576592083
7,1.340421532591184,0.55078125,1.0452995327742476,0.6815834767641996
8,1.312384941511684,0.5716145833333334,0.9615236920745749,0.6746987951807228
9,1.2781164223949115,0.5920138888888888,1.0034761868025128,0.6626506024096386
10,1.1891586201058493,0.6228298611111112,0.9081284897892099,0.7005163511187608
11,1.2013555549912982,0.6032986111111112,0.9487884405412172,0.6867469879518072
12,1.1413585841655731,0.6219618055555556,0.9364065606343118,0.6919104991394148
13,1.1516958292987611,0.6202256944444444,0.989435784126583,0.6660929432013769
14,1.1206450247102313,0.6263020833333334,0.8730629666855461,0.7056798623063684
15,1.0850951588816113,0.6510416666666666,0.8544654634438063,0.7401032702237521
16,1.0886803045868874,0.6388888888888888,0.8657754063606262,0.6987951807228916
17,1.0764179817504353,0.6553819444444444,0.8659966591941682,0.7263339070567987
18,1.001373225616084,0.6640625,0.8464501602085013,0.7160068846815835
19,1.0327590563231044,0.6675347222222222,0.8477680604708823,0.7160068846815835
20,0.9904518773158392,0.6866319444444444,0.8574985022607603,0.7349397590361446
21,0.9656435400247574,0.6801215277777778,0.8863213768130854,0.729776247848537
22,0.9553772136569023,0.6857638888888888,0.8556475615815112,0.7349397590361446
23,1.0010930618478193,0.6671006944444444,0.8905147270936715,0.6953528399311532
24,0.9508720454242494,0.6853298611111112,0.7821773423960334,0.7538726333907056
25,0.9270184648533663,0.6870659722222222,0.8232433117533985,0.7332185886402753
26,0.9283658162587218,0.6935763888888888,0.829003091313337,0.7383820998278829
27,0.9088185682064958,0.7022569444444444,0.8266414231375644,0.7332185886402753
28,0.9107282319002681,0.6996527777777778,0.92210251445833,0.7091222030981067
29,0.8895950851341089,0.6927083333333334,0.8589524571832857,0.7435456110154905
30,0.8849668316543102,0.7009548611111112,0.9037096272957953,0.729776247848537
31,0.861400306224823,0.7161458333333334,0.7733092790371493,0.7504302925989673
32,0.8615329435302151,0.7152777777777778,0.832348211031211,0.7280550774526678
33,0.8200692095690303,0.7278645833333334,0.8263249859998101,0.7521514629948365
34,0.8438359399636587,0.7157118055555556,0.8072926660901621,0.7624784853700516
35,0.8412480197019048,0.7230902777777778,0.965747174463774,0.7056798623063684
36,0.845813151035044,0.7204861111111112,0.8224846846178958,0.7383820998278829
37,0.7604249334997601,0.7508680555555556,0.8209599754527995,0.7538726333907056
38,0.7975331265479326,0.7330729166666666,0.8171565862078416,0.7521514629948365
39,0.7891305680904124,0.7395833333333334,0.8661576227137917,0.7263339070567987
40,0.8030371997091506,0.7300347222222222,0.806449725439674,0.7590361445783133
41,0.7552764076325629,0.7486979166666666,0.8305892905122355,0.7728055077452668
42,0.7847431732548608,0.7374131944444444,0.7909653971069738,0.7590361445783133
43,0.774235088378191,0.7317708333333334,0.782650397404244,0.7779690189328744
44,0.7631516692539057,0.7421875,0.8277119656926707,0.7349397590361446
45,0.7657474411858453,0.7400173611111112,0.8192744780527917,0.7521514629948365
46,0.7299370906419225,0.7569444444444444,0.8530634304410533,0.7435456110154905
47,0.7404631959895293,0.7565104166666666,0.7839116646271003,0.774526678141136
48,0.7105633537802432,0.7630208333333334,0.8414152990046301,0.7280550774526678
49,0.7207625586953428,0.7543402777777778,0.7771884512744451,0.7624784853700516
50,0.6748158033523295,0.7786458333333334,0.8251090837936652,0.76592082616179
51,0.7043849283622371,0.76171875,0.8365741471122754,0.7521514629948365
52,0.6975244888001018,0.7630208333333334,0.7663235415361429,0.7676419965576592
53,0.6612019199464056,0.7703993055555556,0.7590752702794576,0.7710843373493976
54,0.6928341566688485,0.7682291666666666,0.802783191204071,0.7693631669535284
55,0.6700940024521616,0.7730034722222222,0.7982390391591349,0.7607573149741824
56,0.6477856754014889,0.7829861111111112,0.7463969541223425,0.7710843373493976
57,0.64456371549103,0.7860243055555556,0.7345520297163411,0.7693631669535284
58,0.6832560702330537,0.7699652777777778,0.7259794467766034,0.7882960413080895
59,0.623839660651154,0.7868923611111112,0.6796836481478653,0.8003442340791739
60,0.6182117068933116,0.7881944444444444,0.7519051401238692,0.7590361445783133
61,0.605837006535795,0.7999131944444444,0.7648773216887524,0.7710843373493976
62,0.6345008305377431,0.7808159722222222,0.766231583725465,0.76592082616179
63,0.6055252657582363,0.78515625,0.7250368304942784,0.7607573149741824
64,0.5958895840578609,0.8020833333333334,0.7968354405541169,0.7624784853700516
65,0.5810206222037474,0.8051215277777778,0.7733912324826968,0.7693631669535284
66,0.5564963987304105,0.8116319444444444,0.7769299667132529,0.7728055077452668
67,0.5771881675140725,0.8059895833333334,0.7981249776325727,0.7624784853700516
68,0.5908166521953212,0.7947048611111112,0.7767726288814294,0.7693631669535284
69,0.5736161905030409,0.8020833333333334,0.7424222128955942,0.7728055077452668
70,0.5644616666767333,0.8068576388888888,0.759781035937761,0.7487091222030982
71,0.5594532111038765,0.8168402777777778,0.7807116004589357,0.7641996557659209
72,0.5354168286754025,0.8116319444444444,0.7221836024209073,0.7900172117039587
73,0.566466577971975,0.8081597222222222,0.7076004053417005,0.7848537005163512
74,0.5123767631335391,0.8255208333333334,0.7033216521928185,0.76592082616179
75,0.5098861495239867,0.8233506944444444,0.6777322002147373,0.7951807228915663
76,0.5150989848706458,0.8211805555555556,0.7065845257357547,0.7848537005163512
77,0.521606402264701,0.8177083333333334,0.7588585142634416,0.7882960413080895
78,0.5324626575327582,0.8194444444444444,0.6918737182491704,0.7831325301204819
79,0.4955385658476088,0.8355034722222222,0.7143703526572177,0.7917383820998278
80,0.4899446968403127,0.828125,0.749632486387303,0.7762478485370051
81,0.5251922181083096,0.8185763888888888,0.7303308911229435,0.7814113597246127
82,0.4731747630155749,0.8363715277777778,0.7116642978630567,0.7969018932874354
83,0.469881078435315,0.8333333333333334,0.7431605419046,0.7934595524956971
84,0.4840186149295833,0.8337673611111112,0.7212274370616988,0.7900172117039587
85,0.48137117529080975,0.8311631944444444,0.7721538277048814,0.7865748709122203
86,0.43457344236473244,0.8498263888888888,0.7662205774533121,0.7779690189328744
87,0.4659641244345241,0.8350694444444444,0.7935194230001223,0.7728055077452668
88,0.42511767459412414,0.8598090277777778,0.7214367272038209,0.8003442340791739
89,0.45028848697741825,0.8411458333333334,0.7264244572112435,0.7969018932874354
90,0.4414280239078734,0.8493923611111112,0.7840260555477518,0.7865748709122203
91,0.43652954345775974,0.8506944444444444,0.7536859935835788,0.7969018932874354
92,0.41942375753488803,0.8528645833333334,0.7194853448554089,0.8037865748709122
93,0.4046598248597648,0.8550347222222222,0.7240320142162474,0.7951807228915663
94,0.42503490381770664,0.8550347222222222,0.7104962844597665,0.8089500860585198
95,0.40513563466568786,0.8702256944444444,0.7225449065628805,0.7900172117039587
96,0.385857838516434,0.8671875,0.7009320094397193,0.7934595524956971
97,0.4117011727972163,0.8563368055555556,0.6567061547386018,0.8192771084337349
98,0.40095369931724334,0.84765625,0.6954819469859725,0.8158347676419966
99,0.3905984287460645,0.8624131944444444,0.6964552700519562,0.8089500860585198
100,0.39345824335598284,0.8663194444444444,0.7105452916339824,0.7951807228915663
101,0.3906835607356495,0.8611111111111112,0.6993635947767057,0.8123924268502581
102,0.38282046891334987,0.8719618055555556,0.7039512113520974,0.8003442340791739
103,0.3851418340992596,0.8663194444444444,0.7450600250771171,0.7986230636833046
104,0.3776011878831519,0.8693576388888888,0.7036548154918771,0.8072289156626506
105,0.3560219674060742,0.8736979166666666,0.7318344492661325,0.7986230636833046
106,0.35425993024061125,0.8676215277777778,0.7234105773662266,0.8158347676419966
107,0.3503382613675462,0.8697916666666666,0.7053495786691967,0.8123924268502581
108,0.3478508320533567,0.8845486111111112,0.728556395361298,0.7934595524956971
109,0.33448952560623485,0.8819444444444444,0.723410535015558,0.8123924268502581
110,0.34204035955998635,0.8732638888888888,0.7320839668575087,0.8089500860585198
111,0.3262714887451794,0.8767361111111112,0.7073312684109336,0.8072289156626506
112,0.3065204708319571,0.8888888888888888,0.7113377087210354,0.8141135972461274
113,0.33663312159478664,0.8776041666666666,0.7245753301601661,0.8055077452667814
114,0.34778777975589037,0.8745659722222222,0.7402194471735704,0.8089500860585198
115,0.3253597765126162,0.8875868055555556,0.7063701003789902,0.8175559380378657
116,0.33262804290279746,0.8741319444444444,0.7085252882618653,0.8037865748709122
117,0.3194199400022626,0.8871527777777778,0.7067225732301411,0.8089500860585198
118,0.304640107581185,0.8923611111111112,0.7236929073145515,0.810671256454389
119,0.29980114190321827,0.8967013888888888,0.7043567762563103,0.8123924268502581
120,0.32072889163262314,0.8875868055555556,0.73033654297653,0.8141135972461274
121,0.3161798817002111,0.8897569444444444,0.7422402991276038,0.8089500860585198
122,0.3030497555931409,0.89453125,0.7466417582411515,0.7986230636833046
123,0.29877574234786963,0.8975694444444444,0.7430393970326373,0.8055077452667814
124,0.299761993293133,0.8901909722222222,0.7423235236814147,0.8037865748709122
125,0.3012952682458692,0.9010416666666666,0.725276991724968,0.8037865748709122
126,0.31001438821355504,0.8949652777777778,0.7382502900926691,0.802065404475043
127,0.29864862592269975,0.8971354166666666,0.7259290257566854,0.8089500860585198
128,0.2925490900460217,0.90234375,0.7268211982752147,0.8072289156626506
129,0.28013278264552355,0.9032118055555556,0.728213906288147,0.8089500860585198
130,0.2634262583321995,0.9058159722222222,0.7445260486320445,0.810671256454389
131,0.26422176292787,0.91015625,0.732488998849141,0.8141135972461274
132,0.2680084214856227,0.90234375,0.7263417051810968,0.8175559380378657
133,0.24395471800946528,0.9171006944444444,0.7376020766402546,0.8072289156626506
134,0.2628463417705562,0.9105902777777778,0.7435187952298867,0.8141135972461274
135,0.28246928058150744,0.9006076388888888,0.7324101779805986,0.8158347676419966
136,0.27363752889343435,0.9019097222222222,0.7255532357253527,0.8141135972461274
137,0.2686293720681634,0.9058159722222222,0.7334118971699163,0.8192771084337349
138,0.2744285787145297,0.9084201388888888,0.735550790633026,0.8175559380378657
139,0.2738079604589277,0.9045138888888888,0.7267957988538241,0.8158347676419966
140,0.2726558092981577,0.9045138888888888,0.7295494244286889,0.810671256454389
141,0.26241581788700485,0.9097222222222222,0.7255789221901643,0.8089500860585198
142,0.265926929966857,0.9079861111111112,0.7247771997200815,0.8158347676419966
143,0.2633251863428288,0.9045138888888888,0.7258527373012743,0.8123924268502581
144,0.27596696745604277,0.9019097222222222,0.7247788890411979,0.8072289156626506
145,0.26676274598058725,0.9058159722222222,0.7224905294807333,0.8141135972461274
146,0.28746498184692526,0.9032118055555556,0.7196790670093737,0.8141135972461274
147,0.2518144373057617,0.9157986111111112,0.7221121756654036,0.8123924268502581
148,0.2737002981205781,0.9001736111111112,0.7215092570373887,0.8089500860585198
149,0.26385767105966806,0.9079861111111112,0.7216189868356052,0.810671256454389
150,0.2553793758464356,0.90625,0.723273975284476,0.8089500860585198
