epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,2.502488328350915,0.18489583333333334,2.18282267294432,0.3046471600688468
2,2.105619970295164,0.3068576388888889,2.0058657621082507,0.3648881239242685
3,1.9655264218648274,0.3654513888888889,1.76589035987854,0.4199655765920826
4,1.8860497607125177,0.3936631944444444,1.646312559905805,0.46987951807228917
5,1.725898144973649,0.4418402777777778,1.7372464506249679,0.45438898450946646
6,1.7881909079021878,0.3988715277777778,1.6233932407278764,0.4853700516351119
7,1.7849634836117427,0.4123263888888889,1.5915731489658356,0.47676419965576594
8,1.666991048389011,0.4544270833333333,1.4944843979258287,0.5215146299483648
9,1.572800088259909,0.4856770833333333,1.481145380358947,0.5370051635111877
10,1.5474174552493625,0.4978298611111111,1.4036658108234406,0.5473321858864028
11,1.5157140725188785,0.4835069444444444,1.366860988893007,0.5851979345955249
12,1.533741140531169,0.4969618055555556,1.1236522887882434,0.6764199655765921
13,1.4269506815407011,0.53515625,1.1462856139007367,0.6385542168674698
14,1.388119904531373,0.5447048611111112,1.224569741048311,0.6058519793459552
15,1.3860627379682329,0.5525173611111112,1.1454909804620241,0.6437177280550774
16,1.3662005513906479,0.5499131944444444,1.1138072084439428,0.648881239242685
17,1.3155762958857748,0.5755208333333334,1.1506271079966897,0.6247848537005164
18,1.391732196840975,0.5407986111111112,1.092343964859059,0.6695352839931153
19,1.2863798919651244,0.5707465277777778,1.1246019319484108,0.6660929432013769
20,1.3522975751095347,0.5651041666666666,1.0766599139100628,0.6523235800344234
21,1.279066373904546,0.5724826388888888,1.0435707757347508,0.6746987951807228
22,1.2628198564052582,0.5811631944444444,1.0732248488225435,0.6884681583476764
23,1.2981706601050165,0.5724826388888888,1.141820102930069,0.6506024096385542
24,1.2548718377947807,0.5881076388888888,1.1247694908004058,0.6540447504302926
25,1.2845044392678473,0.5750868055555556,1.0686938048977601,0.6523235800344234
26,1.2421315270993445,0.5985243055555556,1.0326631586802633,0.6540447504302926
27,1.2762016041411295,0.5907118055555556,1.0379044209655963,0.6506024096385542
28,1.254642341699865,0.5950520833333334,1.1668208319889872,0.6368330464716007
29,1.2537980187270377,0.5842013888888888,1.0714596553068412,0.6643717728055077
30,1.2489366837673717,0.5842013888888888,1.0435855890575207,0.6643717728055077
31,1.1912074329124556,0.6085069444444444,1.062648863776734,0.6833046471600689
32,1.1563877173595958,0.6167534722222222,1.0983247678530843,0.6643717728055077
33,1.2363037301434412,0.5989583333333334,1.0708989987247868,0.6609294320137694
34,1.167391678525342,0.6098090277777778,1.045313493201607,0.657487091222031
35,1.1769385834534962,0.6176215277777778,1.1641343816330558,0.6419965576592083
36,1.180795893073082,0.62109375,1.039584561006019,0.6695352839931153
37,1.2036649783452351,0.6080729166666666,1.1382555985137035,0.6316695352839932
38,1.2394442309935887,0.5807291666666666,1.2150188496238308,0.6402753872633391
39,1.1378000039193366,0.6258680555555556,1.0412568171557628,0.6764199655765921
40,1.1295805565185018,0.6254340277777778,1.094935970871072,0.6437177280550774
41,1.206926390528679,0.6115451388888888,1.0233472868015892,0.6643717728055077
42,1.1971478346321318,0.6197916666666666,1.1993730617196936,0.6265060240963856
43,1.2243555221292708,0.6006944444444444,1.1069941391286098,0.648881239242685
44,1.169125121500757,0.61328125,1.1609228700399399,0.6471600688468159
45,1.1959575249089136,0.5980902777777778,1.1702120657029904,0.6523235800344234
46,1.0981638472941186,0.6384548611111112,1.0594678732909655,0.6437177280550774
47,1.12873256040944,0.6388888888888888,1.1657959018882953,0.6333907056798623
48,1.1383243550856907,0.6293402777777778,0.9913746004826144,0.7074010327022375
49,1.0442270876632795,0.6558159722222222,1.0639050430373143,0.657487091222031
50,1.0749050544367895,0.6506076388888888,1.0361764250617278,0.6729776247848537
51,1.0761217003067334,0.6432291666666666,1.217370707737772,0.6110154905335629
52,1.0442784329255421,0.6636284722222222,1.3748132108073485,0.5851979345955249
